epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_H_f_mae,training_B_f_mae,training_C_f_mae,training_O_f_mae,training_psavg_f_mae,training_H_f_rmse,training_B_f_rmse,training_C_f_rmse,training_O_f_rmse,training_psavg_f_rmse,training_e_mae,training_e/N_mae,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_B_f_mae,validation_C_f_mae,validation_O_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_B_f_rmse,validation_C_f_rmse,validation_O_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
       199, 33897.248,    0.005,        0.0012113,       5.7768e-06,        0.0012171,     0.000821,      0.00132,     0.000683,     0.000804,     0.000991,        0.001,      0.00087,      0.00124,      0.00111,      0.00142,      0.00151,      0.00132,      0.00429,     7.15e-05,       0.00044785,       4.7094e-08,        0.0004479,     0.000379,     0.000804,      0.00035,     0.000353,     0.000409,     0.000464,     0.000394,     0.000842,     0.000519,     0.000739,     0.000947,     0.000762,     0.000366,      6.1e-06
       200, 34181.416,    0.005,       0.00097596,       2.9463e-06,        0.0009789,     0.000691,      0.00119,     0.000577,      0.00066,     0.000841,     0.000801,      0.00072,      0.00115,     0.000907,      0.00123,      0.00133,      0.00115,      0.00314,     5.23e-05,       0.00044429,       4.4736e-08,       0.00044434,     0.000373,     0.000801,     0.000347,     0.000348,       0.0004,     0.000452,     0.000387,      0.00084,     0.000514,     0.000733,     0.000942,     0.000757,     0.000358,     5.97e-06
       201, 34465.912,    0.005,        0.0012275,       5.7315e-06,        0.0012332,      0.00085,      0.00133,     0.000713,     0.000874,        0.001,      0.00108,     0.000918,      0.00124,      0.00122,      0.00141,      0.00158,      0.00137,      0.00448,     7.47e-05,       0.00044657,       3.9494e-08,       0.00044661,     0.000378,     0.000803,     0.000349,     0.000356,     0.000406,     0.000462,     0.000393,      0.00084,     0.000523,     0.000737,     0.000947,     0.000762,      0.00035,     5.83e-06
       202, 34749.998,    0.005,        0.0010907,       4.3591e-06,        0.0010951,     0.000762,      0.00125,     0.000632,     0.000744,     0.000923,     0.000918,     0.000804,      0.00119,      0.00101,      0.00132,      0.00143,      0.00124,      0.00364,     6.06e-05,        0.0004451,         3.73e-08,       0.00044514,     0.000378,     0.000802,     0.000351,     0.000346,     0.000403,     0.000472,     0.000393,     0.000839,     0.000516,     0.000735,     0.000951,      0.00076,     0.000335,     5.59e-06
       203, 35033.811,    0.005,        0.0012502,       4.1883e-06,        0.0012544,     0.000823,      0.00134,     0.000667,     0.000737,      0.00103,     0.000956,     0.000848,      0.00123,        0.001,      0.00149,      0.00148,       0.0013,      0.00352,     5.87e-05,       0.00044527,        4.497e-08,       0.00044532,     0.000378,     0.000802,     0.000349,     0.000342,     0.000407,     0.000461,      0.00039,     0.000839,     0.000509,     0.000738,     0.000944,     0.000758,     0.000373,     6.22e-06
       204, 35317.962,    0.005,        0.0010326,       2.8945e-06,        0.0010355,     0.000697,      0.00122,     0.000569,      0.00066,     0.000862,     0.000831,      0.00073,      0.00116,     0.000897,      0.00129,      0.00138,      0.00118,      0.00274,     4.57e-05,       0.00044237,       5.0083e-08,       0.00044242,     0.000371,     0.000799,     0.000342,     0.000344,       0.0004,     0.000449,     0.000384,     0.000837,     0.000512,     0.000734,      0.00094,     0.000756,     0.000365,     6.08e-06
       205, 35602.018,    0.005,        0.0011821,       3.6639e-06,        0.0011858,     0.000796,      0.00131,     0.000648,     0.000707,     0.000982,     0.000999,     0.000834,      0.00121,     0.000953,      0.00141,      0.00155,      0.00128,      0.00342,     5.71e-05,       0.00044218,       6.0267e-08,       0.00044224,     0.000375,     0.000799,     0.000345,     0.000348,     0.000407,     0.000451,     0.000388,     0.000836,     0.000513,     0.000734,     0.000942,     0.000756,     0.000411,     6.84e-06
       206, 35885.957,    0.005,        0.0012611,       2.6399e-06,        0.0012638,     0.000824,      0.00135,     0.000653,     0.000883,      0.00105,     0.000949,     0.000883,      0.00123,       0.0012,      0.00149,       0.0015,      0.00135,      0.00293,     4.89e-05,       0.00044488,       4.6011e-08,       0.00044493,      0.00038,     0.000801,     0.000349,     0.000363,     0.000411,     0.000467,     0.000397,     0.000836,     0.000528,      0.00074,     0.000945,     0.000762,     0.000375,     6.24e-06
       207, 36169.775,    0.005,        0.0011492,       4.1659e-06,        0.0011534,     0.000789,      0.00129,     0.000661,     0.000712,     0.000954,     0.000954,      0.00082,      0.00123,     0.000939,      0.00135,      0.00149,      0.00125,      0.00373,     6.22e-05,       0.00044081,       4.5135e-08,       0.00044085,     0.000377,     0.000798,     0.000348,     0.000347,     0.000404,     0.000465,     0.000391,     0.000834,     0.000512,     0.000734,     0.000942,     0.000755,     0.000371,     6.19e-06
       208, 36453.704,    0.005,        0.0010633,       5.4679e-06,        0.0010688,     0.000689,      0.00119,     0.000572,     0.000641,     0.000838,     0.000827,      0.00072,      0.00115,     0.000863,      0.00124,      0.00134,      0.00115,      0.00425,     7.09e-05,       0.00043657,       5.0509e-08,       0.00043662,     0.000368,     0.000794,      0.00034,     0.000337,     0.000398,     0.000448,     0.000381,     0.000832,       0.0005,      0.00073,     0.000933,     0.000749,     0.000398,     6.63e-06
       209, 36737.516,    0.005,        0.0013462,       6.0745e-06,        0.0013523,      0.00087,      0.00139,     0.000707,     0.000776,      0.00107,      0.00115,     0.000924,      0.00127,      0.00105,      0.00153,      0.00169,      0.00138,      0.00418,     6.96e-05,       0.00044226,       4.6689e-08,       0.00044231,     0.000376,     0.000799,     0.000346,     0.000343,     0.000407,     0.000462,      0.00039,     0.000834,     0.000508,     0.000739,      0.00094,     0.000755,     0.000384,      6.4e-06
       210, 37021.393,    0.005,        0.0010812,       4.2073e-06,        0.0010854,     0.000757,      0.00125,     0.000619,     0.000695,     0.000937,     0.000901,     0.000788,      0.00118,     0.000945,      0.00133,      0.00141,      0.00122,      0.00378,     6.31e-05,       0.00043666,       4.1551e-08,        0.0004367,      0.00037,     0.000794,     0.000344,     0.000341,     0.000395,     0.000453,     0.000383,     0.000832,     0.000509,     0.000728,     0.000936,     0.000751,     0.000339,     5.65e-06
       211, 37305.473,    0.005,       0.00097877,        2.472e-06,       0.00098124,     0.000696,      0.00119,     0.000585,      0.00064,     0.000836,     0.000849,     0.000728,      0.00116,     0.000876,      0.00121,      0.00138,      0.00116,      0.00285,     4.74e-05,       0.00043359,       4.1456e-08,       0.00043364,     0.000368,     0.000791,     0.000342,     0.000337,     0.000393,     0.000453,     0.000381,      0.00083,     0.000506,     0.000723,     0.000935,     0.000749,     0.000351,     5.86e-06
       212, 37589.129,    0.005,        0.0010673,        5.231e-06,        0.0010726,     0.000746,      0.00124,     0.000597,     0.000764,     0.000937,     0.000872,     0.000793,      0.00116,      0.00103,      0.00134,       0.0014,      0.00123,      0.00419,     6.99e-05,       0.00043182,       4.3282e-08,       0.00043186,     0.000366,      0.00079,     0.000339,     0.000341,     0.000392,     0.000449,      0.00038,     0.000829,     0.000506,     0.000721,     0.000931,     0.000747,     0.000365,     6.09e-06
       213, 37873.144,    0.005,        0.0010179,       3.8341e-06,        0.0010217,     0.000713,      0.00121,     0.000586,     0.000676,     0.000881,     0.000825,     0.000742,      0.00117,     0.000915,      0.00127,      0.00135,      0.00118,      0.00349,     5.81e-05,       0.00042918,       4.8135e-08,       0.00042922,     0.000361,     0.000787,     0.000334,     0.000334,      0.00039,     0.000438,     0.000374,     0.000827,     0.000502,     0.000719,     0.000925,     0.000743,     0.000371,     6.18e-06
       214, 38157.088,    0.005,        0.0010087,       4.3021e-06,         0.001013,     0.000738,      0.00121,     0.000602,     0.000642,     0.000921,     0.000861,     0.000756,      0.00114,     0.000863,       0.0013,      0.00135,      0.00116,      0.00367,     6.11e-05,       0.00043226,       4.2667e-08,        0.0004323,     0.000372,      0.00079,     0.000345,      0.00033,     0.000399,     0.000456,     0.000383,     0.000828,     0.000494,     0.000725,      0.00093,     0.000744,     0.000363,     6.06e-06
       215, 38440.615,    0.005,        0.0011752,       3.9015e-06,        0.0011791,     0.000781,      0.00129,     0.000632,     0.000774,     0.000975,     0.000902,     0.000821,      0.00121,      0.00104,      0.00139,      0.00143,      0.00127,      0.00357,     5.95e-05,       0.00043024,         5.48e-08,       0.00043029,     0.000363,     0.000788,     0.000337,     0.000336,     0.000391,      0.00044,     0.000376,     0.000827,     0.000499,     0.000722,     0.000924,     0.000743,     0.000399,     6.65e-06
       216, 38724.457,    0.005,        0.0010133,       3.0305e-06,        0.0010163,     0.000703,      0.00121,      0.00058,      0.00063,     0.000873,     0.000789,     0.000718,      0.00117,     0.000847,      0.00127,      0.00134,      0.00115,      0.00314,     5.23e-05,       0.00042656,       4.2767e-08,       0.00042661,     0.000359,     0.000785,     0.000334,     0.000321,     0.000386,     0.000434,     0.000369,     0.000826,     0.000486,     0.000716,      0.00092,     0.000737,     0.000361,     6.01e-06
       217, 39008.394,    0.005,        0.0010521,       3.4854e-06,        0.0010556,     0.000728,      0.00123,     0.000603,     0.000658,     0.000892,     0.000857,     0.000752,      0.00118,     0.000889,       0.0013,      0.00138,      0.00119,      0.00346,     5.76e-05,       0.00042815,       4.6286e-08,        0.0004282,     0.000361,     0.000786,     0.000335,     0.000331,     0.000388,     0.000436,     0.000372,     0.000825,     0.000496,     0.000722,      0.00092,      0.00074,     0.000369,     6.16e-06
       218, 39292.226,    0.005,        0.0010982,        5.271e-06,        0.0011035,     0.000747,      0.00125,     0.000632,     0.000652,     0.000898,     0.000887,     0.000767,      0.00121,     0.000888,      0.00131,      0.00142,      0.00121,      0.00393,     6.55e-05,       0.00042687,       4.9742e-08,       0.00042692,     0.000359,     0.000785,     0.000334,     0.000325,     0.000385,     0.000437,      0.00037,     0.000824,      0.00049,     0.000719,     0.000921,     0.000738,     0.000405,     6.75e-06
       219, 39576.135,    0.005,         0.001249,       3.8904e-06,        0.0012529,     0.000836,      0.00134,     0.000675,      0.00086,      0.00103,      0.00102,     0.000898,      0.00122,      0.00117,      0.00147,      0.00155,      0.00135,      0.00349,     5.81e-05,       0.00042873,       4.3841e-08,       0.00042877,     0.000364,     0.000787,     0.000334,     0.000337,     0.000392,     0.000452,     0.000379,     0.000824,     0.000499,     0.000722,     0.000926,     0.000743,     0.000363,     6.05e-06
       220, 39860.142,    0.005,       0.00099064,       3.3289e-06,       0.00099397,     0.000701,      0.00119,     0.000597,     0.000672,     0.000828,     0.000855,     0.000738,      0.00116,     0.000927,      0.00122,      0.00139,      0.00117,      0.00334,     5.56e-05,       0.00042435,       4.3368e-08,        0.0004244,     0.000361,     0.000783,     0.000335,      0.00033,     0.000385,     0.000445,     0.000374,     0.000822,     0.000496,     0.000715,     0.000921,     0.000739,     0.000365,     6.08e-06
       221, 40144.418,    0.005,       0.00096624,       4.2501e-06,       0.00097049,     0.000688,      0.00118,     0.000583,     0.000624,     0.000817,     0.000848,     0.000718,      0.00116,     0.000854,       0.0012,      0.00138,      0.00115,      0.00356,     5.94e-05,       0.00042309,       5.0367e-08,       0.00042314,     0.000354,     0.000782,     0.000329,     0.000323,     0.000379,     0.000436,     0.000367,     0.000822,     0.000488,     0.000712,     0.000918,     0.000735,     0.000398,     6.64e-06
       222, 40428.148,    0.005,         0.001043,       4.6405e-06,        0.0010476,     0.000735,      0.00123,     0.000617,      0.00069,      0.00089,     0.000854,     0.000763,      0.00119,     0.000939,      0.00128,      0.00138,       0.0012,      0.00361,     6.01e-05,       0.00042323,       5.5892e-08,       0.00042329,     0.000358,     0.000782,     0.000333,      0.00032,     0.000383,     0.000439,     0.000369,     0.000822,     0.000486,     0.000714,     0.000918,     0.000735,     0.000408,      6.8e-06
       223, 40712.309,    0.005,        0.0010837,       4.0913e-06,        0.0010878,     0.000738,      0.00125,     0.000597,     0.000688,     0.000913,     0.000927,     0.000781,      0.00118,      0.00095,      0.00132,      0.00146,      0.00123,      0.00368,     6.13e-05,       0.00042163,       4.2248e-08,       0.00042167,     0.000356,      0.00078,     0.000331,     0.000323,     0.000381,     0.000433,     0.000367,      0.00082,      0.00049,     0.000712,     0.000915,     0.000734,     0.000346,     5.77e-06
       224, 40996.181,    0.005,       0.00096278,       3.2507e-06,       0.00096603,     0.000703,      0.00118,     0.000597,      0.00067,     0.000827,     0.000875,     0.000743,      0.00115,     0.000903,       0.0012,      0.00139,      0.00116,      0.00318,      5.3e-05,       0.00042086,       4.3408e-08,       0.00042091,     0.000358,      0.00078,     0.000334,      0.00033,     0.000381,     0.000436,      0.00037,     0.000819,     0.000495,     0.000712,     0.000914,     0.000735,     0.000369,     6.14e-06
